epoch,step,train_loss,train_mse,train_r2,validation_loss,validation_mse,validation_r2
45,551,0.2199956625699997,0.2199956774711609,-0.7055597305297852,,,
46,563,,,,0.18192297220230103,0.18192295730113983,0.27395033836364746
46,563,0.18286031484603882,0.18286031484603882,-0.4370425343513489,,,
47,575,,,,0.1509975641965866,0.15099754929542542,0.30222177505493164
47,575,0.21386653184890747,0.21386653184890747,-0.6012661457061768,,,
48,587,,,,0.15396486222743988,0.15396486222743988,0.27689939737319946
48,587,0.1978459656238556,0.19784598052501678,-0.6875024437904358,,,
49,599,,,,0.16601650416851044,0.16601648926734924,0.31696006655693054
49,599,0.20431707799434662,0.2043170928955078,-0.7685295939445496,,,
50,611,,,,0.1790049523115158,0.179004967212677,0.31376001238822937
50,611,0.20459385216236115,0.20459385216236115,-0.6508618593215942,,,
51,623,,,,0.14397788047790527,0.14397788047790527,0.35335826873779297
51,623,0.18815167248249054,0.18815167248249054,-0.5584287047386169,,,
52,635,,,,0.16900745034217834,0.16900745034217834,0.30137521028518677
52,635,0.17676804959774017,0.17676804959774017,-0.5460569858551025,,,
53,647,,,,0.1765384078025818,0.17653842270374298,0.33359381556510925
53,647,0.15428337454795837,0.15428338944911957,-0.30522966384887695,,,
54,659,,,,0.16234920918941498,0.16234922409057617,0.32122746109962463
54,659,0.18266668915748596,0.18266668915748596,-0.4108472466468811,,,
55,671,,,,0.15905609726905823,0.15905609726905823,0.36423036456108093
55,671,0.16496653854846954,0.16496653854846954,-0.4531925320625305,,,
56,683,,,,0.171094611287117,0.1710946261882782,0.37220582365989685
56,683,0.17134790122509003,0.17134791612625122,-0.4012843072414398,,,
57,695,,,,0.18889543414115906,0.18889544904232025,0.2998412251472473
57,695,0.16266055405139923,0.16266056895256042,-0.428617388010025,,,
58,707,,,,0.15538166463375092,0.1553816795349121,0.36974436044692993
58,707,0.17655466496944427,0.17655467987060547,-0.42690548300743103,,,
59,719,,,,0.16740871965885162,0.16740871965885162,0.3361017405986786
59,719,0.18731120228767395,0.18731117248535156,-0.6132753491401672,,,
60,731,,,,0.1664440631866455,0.1664440631866455,0.33799442648887634
60,731,0.16919539868831635,0.16919539868831635,-0.34937310218811035,,,
61,743,,,,0.1467689424753189,0.1467689424753189,0.31668105721473694
61,743,0.15720109641551971,0.1572011113166809,-0.2810835838317871,,,
62,755,,,,0.184357687830925,0.184357687830925,0.24271121621131897
62,755,0.16505415737628937,0.16505417227745056,-0.4085133671760559,,,
63,767,,,,0.1622922271490097,0.1622922122478485,0.34520789980888367
63,767,0.16175422072410583,0.16175423562526703,-0.41195449233055115,,,
64,779,,,,0.1427120417356491,0.1427120417356491,0.35554239153862
64,779,0.15113124251365662,0.1511312574148178,-0.26427990198135376,,,
65,791,,,,0.16029220819473267,0.16029222309589386,0.3371098041534424
65,791,0.15465585887432098,0.1546558439731598,-0.31769075989723206,,,
66,803,,,,0.1783698946237564,0.1783699095249176,0.3090629577636719
66,803,0.14914092421531677,0.14914095401763916,-0.3514772653579712,,,
67,815,,,,0.18495002388954163,0.18495000898838043,0.2564423382282257
67,815,0.1547395884990692,0.1547396034002304,-0.29887792468070984,,,
68,827,,,,0.16318432986736298,0.16318432986736298,0.35645928978919983
68,827,0.1588222235441208,0.1588221937417984,-0.21834564208984375,,,
69,839,,,,0.16254158318042755,0.16254158318042755,0.2969663143157959
69,839,0.1248721182346344,0.1248721182346344,-0.07539448887109756,,,
70,851,,,,0.15572449564933777,0.15572449564933777,0.3381192684173584
70,851,0.12728382647037506,0.12728382647037506,-0.12906228005886078,,,
71,863,,,,0.15591822564601898,0.15591824054718018,0.3590672016143799
71,863,0.14030636847019196,0.14030636847019196,-0.20515845715999603,,,
72,875,,,,0.168447807431221,0.1684478223323822,0.34662869572639465
72,875,0.14312322437763214,0.14312323927879333,-0.22253265976905823,,,
73,887,,,,0.15717914700508118,0.15717914700508118,0.3573388159275055
73,887,0.14133533835411072,0.1413353532552719,-0.24741287529468536,,,
74,899,,,,0.19756482541561127,0.19756481051445007,0.20558233559131622
74,899,0.1380753219127655,0.1380753368139267,-0.11038517951965332,,,
75,911,,,,0.16822569072246552,0.16822567582130432,0.3065018951892853
75,911,0.14104774594306946,0.14104774594306946,-0.2860493063926697,,,
76,923,,,,0.14867384731769562,0.14867384731769562,0.36234205961227417
76,923,0.13146308064460754,0.13146309554576874,-0.06790008395910263,,,
77,935,,,,0.17624050378799438,0.17624051868915558,0.32235848903656006
77,935,0.13579988479614258,0.13579988479614258,-0.2630225718021393,,,
78,947,,,,0.15039297938346863,0.15039299428462982,0.38123300671577454
78,947,0.14289022982120514,0.14289022982120514,-0.2562693953514099,,,
79,959,,,,0.14974673092365265,0.14974674582481384,0.38819199800491333
79,959,0.12643593549728394,0.12643593549728394,-0.1138823851943016,,,
80,971,,,,0.155703604221344,0.155703604221344,0.3396294414997101
80,971,0.13053758442401886,0.13053759932518005,0.003225696040317416,,,
81,983,,,,0.15221881866455078,0.15221881866455078,0.35748788714408875
81,983,0.13391372561454773,0.13391375541687012,-0.2689668834209442,,,
82,995,,,,0.15918831527233124,0.15918833017349243,0.33844637870788574
82,995,0.12261912971735,0.12261912971735,-0.1746235340833664,,,
83,1007,,,,0.14950746297836304,0.14950744807720184,0.3687655031681061
83,1007,0.12552998960018158,0.12553000450134277,0.004282641690224409,,,
84,1019,,,,0.1374000757932663,0.1374000757932663,0.4354209899902344
84,1019,0.13528110086917877,0.13528110086917877,-0.07839713245630264,,,
85,1031,,,,0.13683147728443146,0.13683146238327026,0.4046614170074463
85,1031,0.12419117987155914,0.12419117987155914,-0.12798050045967102,,,
86,1043,,,,0.18225713074207306,0.18225713074207306,0.2873137295246124
86,1043,0.1170186698436737,0.1170186772942543,-0.09618882089853287,,,
87,1055,,,,0.15793649852275848,0.15793649852275848,0.25658005475997925
87,1055,0.11518373340368271,0.11518372595310211,0.059738993644714355,,,
88,1067,,,,0.16142338514328003,0.16142338514328003,0.3401036560535431
88,1067,0.1359897404909134,0.13598975539207458,-0.058474957942962646,,,
89,1079,,,,0.1614874303340912,0.16148744523525238,0.35840561985969543
89,1079,0.130594402551651,0.1305944174528122,-0.15504369139671326,,,
90,1091,,,,0.2154417783021927,0.21544179320335388,0.2585535943508148
90,1091,0.12334425002336502,0.12334425747394562,-0.062269438058137894,,,
91,1103,,,,0.15368206799030304,0.15368206799030304,0.38081708550453186
91,1103,0.11947699636220932,0.11947700381278992,-0.08635320514440536,,,
92,1115,,,,0.14537492394447327,0.14537492394447327,0.28117719292640686
92,1115,0.1255304217338562,0.1255304217338562,0.018736695870757103,,,
93,1127,,,,0.13839493691921234,0.13839495182037354,0.3571203351020813
93,1127,0.11880873888731003,0.11880874633789062,0.08832194656133652,,,
94,1139,,,,0.16679337620735168,0.16679337620735168,0.3120723366737366
94,1139,0.11608973890542984,0.11608975380659103,0.03789864853024483,,,
95,1151,,,,0.17180821299552917,0.17180819809436798,0.2763930857181549
95,1151,0.13076896965503693,0.13076899945735931,-0.20966410636901855,,,
96,1163,,,,0.1543550193309784,0.1543550193309784,0.3147795498371124
96,1163,0.10585473477840424,0.10585474967956543,0.032142963260412216,,,
97,1175,,,,0.15715810656547546,0.15715810656547546,0.28811773657798767
97,1175,0.09802059084177017,0.09802060574293137,0.09931051731109619,,,
98,1187,,,,0.17110508680343628,0.17110508680343628,0.31547337770462036
98,1187,0.12344878166913986,0.12344878911972046,-0.09409113228321075,,,
99,1199,,,,0.13310477137565613,0.13310478627681732,0.4244299530982971
99,1199,0.11868532001972198,0.11868531256914139,-0.04646264389157295,,,
100,1211,,,,0.17692789435386658,0.17692789435386658,0.30839020013809204
100,1211,0.11449601501226425,0.11449602991342545,-0.046463776379823685,,,
101,1223,,,,0.15707919001579285,0.15707919001579285,0.3183816075325012
101,1223,0.10645483434200287,0.10645483434200287,0.05714923143386841,,,
102,1235,,,,0.1492842733860016,0.1492842584848404,0.3663667142391205
102,1235,0.127715066075325,0.1277150809764862,-0.16920432448387146,,,
103,1247,,,,0.14221440255641937,0.14221441745758057,0.38453051447868347
103,1247,0.10036531835794449,0.10036533325910568,0.05442466959357262,,,
104,1259,,,,0.14081427454948425,0.14081427454948425,0.38234004378318787
104,1259,0.11055592447519302,0.11055593192577362,0.091749407351017,,,
105,1271,,,,0.13890813291072845,0.13890813291072845,0.3654361665248871
105,1271,0.10880167782306671,0.10880167782306671,0.16485357284545898,,,
106,1283,,,,0.15417388081550598,0.15417389571666718,0.29825708270072937
106,1283,0.11324605345726013,0.11324606835842133,0.12814299762248993,,,
107,1295,,,,0.17367695271968842,0.1736769676208496,0.2773250341415405
107,1295,0.11501109600067139,0.11501108855009079,-0.026335502043366432,,,
108,1307,,,,0.15999682247638702,0.15999683737754822,0.3221646249294281
108,1307,0.10743818432092667,0.10743819177150726,0.06787008047103882,,,
109,1319,,,,0.14358609914779663,0.14358611404895782,0.4127368628978729
109,1319,0.13881610333919525,0.13881610333919525,-0.09033548831939697,,,
110,1331,,,,0.14533212780952454,0.14533212780952454,0.36932262778282166
110,1331,0.1111610010266304,0.1111610010266304,0.15547196567058563,,,
111,1343,,,,0.1634444296360016,0.1634444147348404,0.3139870762825012
111,1343,0.12530185282230377,0.12530186772346497,-0.06727644056081772,,,
112,1355,,,,0.14515461027622223,0.14515462517738342,0.35336288809776306
112,1355,0.10235539823770523,0.10235540568828583,0.08010778576135635,,,
113,1367,,,,0.1579941362142563,0.15799415111541748,0.29009562730789185
113,1367,0.10765890777111053,0.10765892267227173,-0.026082396507263184,,,
114,1379,,,,0.16822056472301483,0.16822056472301483,0.33237510919570923
114,1379,0.11500654369592667,0.11500655114650726,-0.05299236997961998,,,
115,1391,,,,0.13204821944236755,0.13204821944236755,0.44995465874671936
115,1391,0.11442771553993225,0.11442771553993225,-0.11196281015872955,,,
116,1403,,,,0.13468217849731445,0.13468217849731445,0.4149812161922455
116,1403,0.09517659991979599,0.0951765924692154,0.16031010448932648,,,
117,1415,,,,0.13916794955730438,0.13916794955730438,0.3781857192516327
117,1415,0.099807009100914,0.0998070165514946,0.17730015516281128,,,
118,1427,,,,0.13571789860725403,0.13571791350841522,0.40281277894973755
118,1427,0.10776831209659576,0.10776831209659576,0.040078725665807724,,,
119,1439,,,,0.13058610260486603,0.13058611750602722,0.40614596009254456
119,1439,0.10426100343465805,0.10426101088523865,0.12825828790664673,,,
120,1451,,,,0.13608625531196594,0.13608624041080475,0.36438512802124023
120,1451,0.10747430473566055,0.10747431218624115,0.056020643562078476,,,
121,1463,,,,0.13518650829792023,0.13518650829792023,0.3731367290019989
121,1463,0.101682648062706,0.101682648062706,0.06782414764165878,,,
122,1475,,,,0.13995622098445892,0.13995623588562012,0.31335368752479553
122,1475,0.09292269498109818,0.09292268753051758,0.22230975329875946,,,
123,1487,,,,0.17277081310749054,0.17277081310749054,0.31432467699050903
123,1487,0.11720825731754303,0.11720826476812363,-0.0006495237466879189,,,
124,1499,,,,0.15139929950237274,0.15139931440353394,0.3673922121524811
124,1499,0.11266227811574936,0.11266227811574936,-0.05251302942633629,,,
125,1511,,,,0.12960509955883026,0.12960509955883026,0.39633896946907043
125,1511,0.09492496401071548,0.09492497146129608,0.22136011719703674,,,
126,1523,,,,0.13305383920669556,0.13305385410785675,0.40482649207115173
126,1523,0.0879380851984024,0.0879380851984024,0.15709225833415985,,,
127,1535,,,,0.14876386523246765,0.14876388013362885,0.32976821064949036
127,1535,0.10625787079334259,0.1062578558921814,0.15683364868164062,,,
128,1547,,,,0.13040581345558167,0.13040581345558167,0.36571183800697327
128,1547,0.10779908299446106,0.10779909789562225,0.07084977626800537,,,
129,1559,,,,0.14158907532691956,0.14158906042575836,0.36901840567588806
129,1559,0.09569669514894485,0.09569668769836426,0.13037103414535522,,,
130,1571,,,,0.14656423032283783,0.14656423032283783,0.35720157623291016
130,1571,0.09991821646690369,0.09991821646690369,0.049870263785123825,,,
131,1583,,,,0.15158993005752563,0.15158994495868683,0.2621666491031647
131,1583,0.10738305747509003,0.10738306492567062,0.16953329741954803,,,
132,1595,,,,0.1693313866853714,0.1693314015865326,0.2489473819732666
132,1595,0.09770575910806656,0.09770577400922775,0.14443248510360718,,,
133,1607,,,,0.14442948997020721,0.1444295048713684,0.3229037821292877
133,1607,0.09401480108499527,0.09401480108499527,0.2586439251899719,,,
134,1619,,,,0.1549200415611267,0.1549200415611267,0.30287930369377136
134,1619,0.0887443795800209,0.0887443944811821,0.1982843577861786,,,
135,1631,,,,0.14457105100154877,0.14457106590270996,0.3227508068084717
135,1631,0.09656799584627151,0.09656799584627151,0.12073452770709991,,,
136,1643,,,,0.1307089775800705,0.1307089775800705,0.38227424025535583
136,1643,0.10306324809789658,0.10306325554847717,0.10010328143835068,,,
137,1655,,,,0.12909744679927826,0.12909744679927826,0.3873927593231201
137,1655,0.09294919669628143,0.09294920414686203,0.2584421634674072,,,
138,1667,,,,0.14461581408977509,0.14461581408977509,0.3815050721168518
138,1667,0.10392116010189056,0.10392116010189056,0.10208860784769058,,,
139,1679,,,,0.14339447021484375,0.14339448511600494,0.38318848609924316
139,1679,0.09054906666278839,0.0905490592122078,0.21881639957427979,,,
140,1691,,,,0.136820986866951,0.136820986866951,0.39094606041908264
140,1691,0.08894835412502289,0.08894836157560349,0.23632864654064178,,,
141,1703,,,,0.15208861231803894,0.15208861231803894,0.3967459201812744
141,1703,0.09970181435346603,0.09970181435346603,0.20386524498462677,,,
142,1715,,,,0.14252494275569916,0.14252494275569916,0.3738456964492798
142,1715,0.09059899300336838,0.09059900790452957,0.23407994210720062,,,
143,1727,,,,0.14044539630413055,0.14044541120529175,0.3706362843513489
143,1727,0.08869114518165588,0.08869116753339767,0.2981443703174591,,,
144,1739,,,,0.1440214216709137,0.1440214216709137,0.36221805214881897
144,1739,0.09507233649492264,0.09507233649492264,0.18095603585243225,,,
145,1751,,,,0.1420293152332306,0.14202933013439178,0.3903293013572693
145,1751,0.09991717338562012,0.09991718083620071,0.1519668698310852,,,
146,1763,,,,0.13034987449645996,0.13034987449645996,0.3547525107860565
146,1763,0.08762241899967194,0.08762242645025253,0.2847989499568939,,,
147,1775,,,,0.15131409466266632,0.15131410956382751,0.299906462430954
147,1775,0.09086669236421585,0.09086669236421585,0.2185739278793335,,,
148,1787,,,,0.14632444083690643,0.14632444083690643,0.3842654228210449
148,1787,0.0981115847826004,0.098111592233181,0.20784004032611847,,,
149,1799,,,,0.13651031255722046,0.13651031255722046,0.3395214080810547
149,1799,0.09147804230451584,0.09147804975509644,0.17253081500530243,,,
150,1811,,,,0.16247454285621643,0.16247454285621643,0.25257089734077454
150,1811,0.09432415664196014,0.09432415664196014,0.28671741485595703,,,
151,1823,,,,0.14542417228221893,0.14542417228221893,0.34704405069351196
151,1823,0.0901690423488617,0.0901690423488617,0.14303095638751984,,,
152,1835,,,,0.12897853553295135,0.12897855043411255,0.4003998339176178
152,1835,0.10261790454387665,0.10261789709329605,0.12420811504125595,,,
153,1847,,,,0.13353580236434937,0.13353580236434937,0.34654030203819275
153,1847,0.08233291655778885,0.08233290910720825,0.19375555217266083,,,
154,1859,,,,0.15843935310840607,0.15843933820724487,0.22845640778541565
154,1859,0.08563917130231857,0.08563918620347977,0.2205311357975006,,,
155,1871,,,,0.1419288069009781,0.1419288069009781,0.3592880368232727
155,1871,0.08085693418979645,0.08085693418979645,0.2888011932373047,,,
156,1883,,,,0.13627992570400238,0.13627992570400238,0.3448133170604706
156,1883,0.08698602020740509,0.08698602020740509,0.33111903071403503,,,
157,1895,,,,0.1372249573469162,0.1372249573469162,0.3736654222011566
157,1895,0.09668327122926712,0.09668327122926712,0.1863265186548233,,,
158,1907,,,,0.13412150740623474,0.13412150740623474,0.4034334123134613
158,1907,0.08724670857191086,0.08724670112133026,0.2870934009552002,,,
159,1919,,,,0.1726062148809433,0.1726062148809433,0.27517709136009216
159,1919,0.09080494195222855,0.09080494940280914,0.20410756766796112,,,
160,1931,,,,0.12972109019756317,0.12972110509872437,0.39900344610214233
160,1931,0.08888432383537292,0.08888432383537292,0.36787423491477966,,,
161,1943,,,,0.1495715230703354,0.14957153797149658,0.3490893542766571
161,1943,0.08765328675508499,0.08765329420566559,0.20797817409038544,,,
162,1955,,,,0.13667598366737366,0.13667596876621246,0.3641929626464844
162,1955,0.08847127109766006,0.08847126364707947,0.30463075637817383,,,
163,1967,,,,0.15172800421714783,0.15172801911830902,0.3482603132724762
163,1967,0.08601096272468567,0.08601095527410507,0.19649241864681244,,,
164,1979,,,,0.14006257057189941,0.14006257057189941,0.2851189076900482
164,1979,0.09721412509679794,0.09721413254737854,0.20444560050964355,,,
165,1991,,,,0.15702110528945923,0.15702112019062042,0.283313512802124
165,1991,0.08289550989866257,0.08289550244808197,0.3427523076534271,,,
166,2003,,,,0.1482800841331482,0.1482800841331482,0.30869293212890625
166,2003,0.08416925370693207,0.08416926115751266,0.22951631247997284,,,
167,2015,,,,0.1366645246744156,0.1366645246744156,0.35346880555152893
167,2015,0.08924688398838043,0.08924689143896103,0.3000335395336151,,,
168,2027,,,,0.15252262353897095,0.15252263844013214,0.2896890342235565
168,2027,0.09692752361297607,0.09692753106355667,0.35004428029060364,,,
169,2039,,,,0.15302012860774994,0.15302012860774994,0.3060034215450287
169,2039,0.08784516900777817,0.08784516900777817,0.17941893637180328,,,
170,2051,,,,0.13724254071712494,0.13724254071712494,0.32859012484550476
170,2051,0.08623455464839935,0.08623455464839935,0.3366211950778961,,,
171,2063,,,,0.15529122948646545,0.15529124438762665,0.285220205783844
171,2063,0.09613601118326187,0.09613601118326187,0.23348012566566467,,,
172,2075,,,,0.1440681517124176,0.1440681517124176,0.25281044840812683
172,2075,0.08439373224973679,0.08439373224973679,0.25898978114128113,,,
173,2087,,,,0.14848871529102325,0.14848870038986206,0.3226371705532074
173,2087,0.07803695648908615,0.07803696393966675,0.2938970625400543,,,
174,2099,,,,0.13943181931972504,0.13943181931972504,0.32096338272094727
174,2099,0.09393873810768127,0.09393875300884247,0.27759018540382385,,,
175,2111,,,,0.1515514850616455,0.1515514999628067,0.2829711437225342
175,2111,0.08477453142404556,0.08477453887462616,0.23176069557666779,,,
176,2123,,,,0.16075274348258972,0.16075274348258972,0.3228025436401367
176,2123,0.07640377432107925,0.07640378177165985,0.26831066608428955,,,
177,2135,,,,0.1537112593650818,0.15371127426624298,0.36002928018569946
177,2135,0.08690617978572845,0.08690618723630905,0.24504442512989044,,,
178,2147,,,,0.1808559149503708,0.1808559149503708,0.3077203333377838
178,2147,0.0894589051604271,0.0894588828086853,0.23238442838191986,,,
179,2159,,,,0.1549791395664215,0.15497912466526031,0.3184371292591095
179,2159,0.09534457325935364,0.09534455835819244,0.2334815114736557,,,
180,2171,,,,0.16239455342292786,0.16239456832408905,0.3656180500984192
180,2171,0.08802083879709244,0.08802086114883423,0.2972550094127655,,,
181,2183,,,,0.1809089332818985,0.1809089183807373,0.2802596688270569
181,2183,0.08118315786123276,0.08118316531181335,0.28807878494262695,,,
182,2195,,,,0.15055634081363678,0.15055634081363678,0.337268203496933
182,2195,0.08517461270093918,0.08517462015151978,0.3323679566383362,,,
183,2207,,,,0.14963312447071075,0.14963310956954956,0.30331408977508545
183,2207,0.06967237591743469,0.06967237591743469,0.3723028302192688,,,
184,2219,,,,0.17414230108261108,0.1741422861814499,0.27994319796562195
184,2219,0.08081105351448059,0.08081105351448059,0.3470118045806885,,,
185,2231,,,,0.15383876860141754,0.15383876860141754,0.3329276740550995
185,2231,0.09413770586252213,0.09413769841194153,0.2860051095485687,,,
186,2243,,,,0.15172187983989716,0.15172187983989716,0.30207642912864685
186,2243,0.08083284646272659,0.08083284646272659,0.2831963002681732,,,
187,2255,,,,0.1777133345603943,0.1777133345603943,0.27769801020622253
187,2255,0.09488808363676071,0.09488809108734131,0.298032283782959,,,
188,2267,,,,0.18619266152381897,0.18619266152381897,0.28098440170288086
188,2267,0.08516683429479599,0.0851668193936348,0.32554855942726135,,,
189,2279,,,,0.16773882508277893,0.16773882508277893,0.29908016324043274
189,2279,0.0803527906537056,0.0803527981042862,0.4248879551887512,,,
190,2291,,,,0.1547463983297348,0.1547464281320572,0.29770413041114807
190,2291,0.08704064786434174,0.08704065531492233,0.3796153962612152,,,
191,2303,,,,0.2026289850473404,0.2026289850473404,0.23195567727088928
191,2303,0.094553641974926,0.09455366432666779,0.3326990604400635,,,
192,2315,,,,0.1905982792377472,0.190598264336586,0.28034573793411255
192,2315,0.08420564979314804,0.08420564979314804,0.4171593189239502,,,
193,2327,,,,0.17271088063716888,0.17271089553833008,0.3120938241481781
193,2327,0.08080699294805527,0.08080699294805527,0.36812007427215576,,,
194,2339,,,,0.1452021300792694,0.1452021300792694,0.27875375747680664
194,2339,0.08628468960523605,0.08628468960523605,0.31326648592948914,,,
195,2351,,,,0.1878061294555664,0.1878061294555664,0.18323183059692383
195,2351,0.07223977148532867,0.07223977148532867,0.4485979974269867,,,
196,2363,,,,0.15073400735855103,0.15073402225971222,0.32216355204582214
196,2363,0.06939874589443207,0.06939874589443207,0.3907153010368347,,,
197,2375,,,,0.167148157954216,0.167148157954216,0.35171613097190857
197,2375,0.08515036106109619,0.0851503536105156,0.24111726880073547,,,
198,2387,,,,0.15136626362800598,0.15136627852916718,0.3581831157207489
198,2387,0.08237825334072113,0.08237825334072113,0.3356728255748749,,,
199,2399,,,,0.15002183616161346,0.15002185106277466,0.306781530380249
